year,type,discipline,event,noc,medal
1988,Summer,Shooting,"Sporting Pistol, 25 metres, Women (Olympic)",YUG,Bronze
1992,Summer,Shooting,"Air Pistol, 10 metres, Women (Olympic)",IOA,Silver
2000,Summer,Shooting,"Air Pistol, 10 metres, Women (Olympic)",SCG,Silver
2004,Summer,Shooting,"Air Pistol, 10 metres, Women (Olympic)",SCG,Silver
1988,Summer,Shooting,"Air Rifle, 10 metres, Men (Olympic)",YUG,Gold
1992,Summer,Shooting,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",IOA,Bronze
1936,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",ARG,Silver
1928,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",ARG,Gold
1960,Summer,Swimming (Aquatics),"100 metres Butterfly, Women (Olympic)",AUS,Bronze
1960,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",AUS,Silver
1964,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",AUS,Silver
1960,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",AUS,Gold
1956,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",AUS,Gold
1948,Summer,Swimming (Aquatics),"100 metres Backstroke, Women (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",AUS,Silver
1932,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",AUS,Gold
1912,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",ANZ,Gold
1980,Summer,Swimming (Aquatics),"800 metres Freestyle, Women (Olympic)",AUS,Gold
1980,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Bronze
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Gold
1956,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",AUS,Silver
1960,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Gold
1964,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Gold
1972,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Bronze
1972,Summer,Swimming (Aquatics),"200 metres Freestyle, Women (Olympic)",AUS,Gold
1972,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",AUS,Gold
1972,Summer,Swimming (Aquatics),"800 metres Freestyle, Women (Olympic)",AUS,Silver
1972,Summer,Swimming (Aquatics),"200 metres Individual Medley, Women (Olympic)",AUS,Gold
1996,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Women (Olympic)",AUS,Bronze
1984,Summer,Swimming (Aquatics),"400 metres Individual Medley, Women (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",AUS,Bronze
1992,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",AUS,Bronze
1992,Summer,Swimming (Aquatics),"800 metres Freestyle, Women (Olympic)",AUS,Silver
1992,Summer,Swimming (Aquatics),"200 metres Backstroke, Women (Olympic)",AUS,Bronze
1948,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",AUS,Silver
1968,Summer,Swimming (Aquatics),"100 metres Butterfly, Women (Olympic)",AUS,Gold
1968,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",AUS,Silver
1988,Summer,Swimming (Aquatics),"800 metres Freestyle, Women (Olympic)",AUS,Bronze
1932,Summer,Swimming (Aquatics),"100 metres Backstroke, Women (Olympic)",AUS,Silver
1968,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",AUS,Bronze
1972,Summer,Swimming (Aquatics),"400 metres Individual Medley, Women (Olympic)",AUS,Gold
1992,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Gold
2000,Summer,Swimming (Aquatics),"200 metres Freestyle, Women (Olympic)",AUS,Gold
2000,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Women (Olympic)",AUS,Silver
2000,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Silver
2000,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",AUS,Silver
1984,Summer,Swimming (Aquatics),"200 metres Individual Medley, Women (Olympic)",AUS,Bronze
1984,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Silver
1992,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",AUS,Bronze
2004,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",AUS,Gold
2004,Summer,Diving (Aquatics),"Platform, Women (Olympic)",AUS,Bronze
1972,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",AUS,Bronze
1972,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",AUS,Gold
1912,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",ANZ,Silver
1988,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",AUS,Gold
1988,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Silver
1908,Summer,Boxing,"Middleweight, Men (Olympic)",ANZ,Silver
1908,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",ANZ,Silver
1908,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",ANZ,Bronze
1920,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1920,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Silver
1924,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1924,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Silver
1984,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",AUS,Silver
1964,Summer,Swimming (Aquatics),"200 metres Butterfly, Men (Olympic)",AUS,Gold
1964,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Bronze
1912,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",ANZ,Gold
1980,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",AUS,Bronze
1980,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Gold
1984,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",AUS,Silver
1984,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Bronze
1968,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1984,Summer,Swimming (Aquatics),"100 metres Butterfly, Men (Olympic)",AUS,Bronze
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Bronze
1924,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1924,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
1928,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Silver
1928,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1972,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Gold
1968,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",AUS,Bronze
1952,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",AUS,Gold
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Bronze
1964,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",AUS,Bronze
1980,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",AUS,Bronze
1984,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",AUS,Bronze
1924,Summer,Diving (Aquatics),"Plain High, Men (Olympic)",AUS,Gold
2000,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Silver
1996,Summer,Swimming (Aquatics),"200 metres Butterfly, Men (Olympic)",AUS,Bronze
1912,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",ANZ,Bronze
1912,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",ANZ,Bronze
1960,Summer,Swimming (Aquatics),"200 metres Butterfly, Men (Olympic)",AUS,Silver
1912,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",ANZ,Silver
1956,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Gold
1976,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1992,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1980,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",AUS,Bronze
2000,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Gold
2000,Summer,Swimming (Aquatics),"100 metres Butterfly, Men (Olympic)",AUS,Silver
2000,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",AUS,Silver
2004,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Silver
1960,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1960,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
1996,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1900,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",GBR,Gold
1900,Summer,Swimming (Aquatics),"200 metres Obstacle Course, Men (Olympic)",GBR,Gold
1984,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1948,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1948,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1980,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1996,Summer,Swimming (Aquatics),"100 metres Butterfly, Men (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",AUS,Silver
1964,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",AUS,Gold
1992,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Silver
1992,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
1996,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
2000,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1968,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",AUS,Silver
1992,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",AUS,Bronze
1956,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Gold
1956,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1984,Summer,Swimming (Aquatics),"200 metres Butterfly, Men (Olympic)",AUS,Gold
1984,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Silver
1956,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",AUS,Gold
1960,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",AUS,Gold
1996,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Silver
2000,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Bronze
2004,Summer,Swimming (Aquatics),"100 metres Butterfly, Women (Olympic)",AUS,Gold
2004,Summer,Swimming (Aquatics),"200 metres Butterfly, Women (Olympic)",AUS,Silver
2004,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",AUS,Gold
1968,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",AUS,Gold
1968,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",AUS,Gold
1972,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Silver
1964,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Gold
1964,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUS,Bronze
1964,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",AUS,Bronze
1984,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",AUS,Bronze
1912,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",AUT,Bronze
1896,Summer,Swimming (Aquatics),"500 metres Freestyle, Men (Olympic)",AUT,Gold
1900,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",AUT,Bronze
1900,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",AUT,Silver
1908,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",AUT,Bronze
1900,Summer,Swimming (Aquatics),"1,000 metres Freestyle, Men (Olympic)",AUT,Silver
1900,Summer,Swimming (Aquatics),"200 metres Obstacle Course, Men (Olympic)",AUT,Silver
1904,Summer,Swimming (Aquatics),"440 yards Freestyle, Men (Olympic)",USA,Bronze
1984,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",BEL,Bronze
1948,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",HUN,Bronze
1952,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",HUN,Silver
1952,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",HUN,Gold
1952,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",HUN,Silver
1920,Summer,Swimming (Aquatics),"Water Polo, Men (Olympic)",BEL,Silver
1920,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",BEL,Bronze
1924,Summer,Swimming (Aquatics),"Water Polo, Men (Olympic)",BEL,Silver
1936,Summer,Water Polo (Aquatics),"Water Polo, Men (Olympic)",BEL,Bronze
1912,Summer,Swimming (Aquatics),"Water Polo, Men (Olympic)",BEL,Bronze
1924,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",BEL,Silver
1996,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",BEL,Gold
1900,Summer,Water Polo (Aquatics),"Water Polo, Men (Olympic)",BEL,Silver
1924,Summer,Water Polo (Aquatics),"Water Polo, Men (Olympic)",BEL,Silver
1992,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",EUN,Gold
1992,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",EUN,Bronze
1992,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",BRA,Silver
1996,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",BRA,Bronze
1996,Summer,Swimming (Aquatics),"200 metres Freestyle, Men (Olympic)",BRA,Silver
2000,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Men (Olympic)",BRA,Bronze
1960,Summer,Swimming (Aquatics),"100 metres Freestyle, Men (Olympic)",BRA,Bronze
1980,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",BRA,Bronze
1952,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",BRA,Bronze
1984,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",BRA,Silver
1996,Summer,Swimming (Aquatics),"50 metres Freestyle, Men (Olympic)",BRA,Bronze
1988,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",BUL,Gold
1988,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",BUL,Silver
1988,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",BUL,Bronze
1984,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",CAN,Bronze
1996,Summer,Artistic Swimming (Aquatics),"Team, Women (Olympic)",CAN,Silver
1976,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",CAN,Bronze
1984,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CAN,Gold
1988,Summer,Artistic Swimming (Aquatics),"Duet, Women (Olympic)",CAN,Gold
1972,Summer,Swimming (Aquatics),"400 metres Individual Medley, Women (Olympic)",CAN,Silver
1976,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",CAN,Bronze
1968,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",CAN,Bronze
1988,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",CAN,Bronze
1992,Summer,Artistic Swimming (Aquatics),"Solo, Women (Olympic)",CAN,Gold
1976,Summer,Swimming (Aquatics),"100 metres Backstroke, Women (Olympic)",CAN,Bronze
1976,Summer,Swimming (Aquatics),"200 metres Backstroke, Women (Olympic)",CAN,Bronze
1976,Summer,Swimming (Aquatics),"400 metres Individual Medley, Women (Olympic)",CAN,Silver
1972,Summer,Swimming (Aquatics),"200 metres Backstroke, Women (Olympic)",CAN,Bronze
1984,Summer,Artistic Swimming (Aquatics),"Duet, Women (Olympic)",CAN,Silver
1996,Summer,Swimming (Aquatics),"200 metres Individual Medley, Women (Olympic)",CAN,Silver
1956,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CAN,Bronze
2000,Summer,Diving (Aquatics),"Platform, Women (Olympic)",CAN,Bronze
2000,Summer,Diving (Aquatics),"Synchronized Platform, Women (Olympic)",CAN,Silver
1984,Summer,Swimming (Aquatics),"100 metres Breaststroke, Women (Olympic)",CAN,Silver
1984,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",CAN,Gold
1996,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CAN,Bronze
1976,Summer,Swimming (Aquatics),"400 metres Individual Medley, Women (Olympic)",CAN,Bronze
1976,Summer,Swimming (Aquatics),"400 metres Freestyle, Women (Olympic)",CAN,Bronze
1968,Summer,Swimming (Aquatics),"100 metres Backstroke, Women (Olympic)",CAN,Silver
1968,Summer,Swimming (Aquatics),"200 metres Backstroke, Women (Olympic)",CAN,Silver
1992,Summer,Artistic Swimming (Aquatics),"Duet, Women (Olympic)",CAN,Silver
1984,Summer,Artistic Swimming (Aquatics),"Solo, Women (Olympic)",CAN,Silver
1988,Summer,Artistic Swimming (Aquatics),"Solo, Women (Olympic)",CAN,Gold
1928,Summer,Swimming (Aquatics),"4 × 200 metres Freestyle Relay, Men (Olympic)",CAN,Bronze
1984,Summer,Swimming (Aquatics),"200 metres Individual Medley, Men (Olympic)",CAN,Gold
1984,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",CAN,Gold
1992,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",CAN,Bronze
1984,Summer,Swimming (Aquatics),"100 metres Breaststroke, Men (Olympic)",CAN,Silver
1984,Summer,Swimming (Aquatics),"200 metres Breaststroke, Men (Olympic)",CAN,Gold
1984,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",CAN,Silver
1988,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",CAN,Silver
1976,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",CAN,Silver
1972,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Men (Olympic)",CAN,Bronze
1984,Summer,Swimming (Aquatics),"200 metres Backstroke, Men (Olympic)",CAN,Bronze
1912,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",CAN,Gold
1912,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",CAN,Gold
1968,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",CAN,Silver
1996,Summer,Swimming (Aquatics),"200 metres Individual Medley, Men (Olympic)",CAN,Bronze
1996,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",CAN,Bronze
2000,Summer,Swimming (Aquatics),"400 metres Individual Medley, Men (Olympic)",CAN,Bronze
1972,Summer,Swimming (Aquatics),"100 metres Butterfly, Men (Olympic)",CAN,Silver
1992,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",CAN,Gold
1920,Summer,Swimming (Aquatics),"400 metres Freestyle, Men (Olympic)",CAN,Bronze
1920,Summer,Swimming (Aquatics),"1,500 metres Freestyle, Men (Olympic)",CAN,Silver
1984,Summer,Swimming (Aquatics),"100 metres Backstroke, Men (Olympic)",CAN,Bronze
1996,Summer,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women (Olympic)",CHN,Bronze
1996,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",CHN,Silver
1992,Summer,Diving (Aquatics),"Platform, Women (Olympic)",CHN,Gold
1996,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
1996,Summer,Diving (Aquatics),"Platform, Women (Olympic)",CHN,Gold
2000,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
2000,Summer,Diving (Aquatics),"Synchronized Springboard, Women (Olympic)",CHN,Silver
1988,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
1992,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
2000,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Silver
2004,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
2004,Summer,Diving (Aquatics),"Synchronized Springboard, Women (Olympic)",CHN,Gold
2008,Summer,Diving (Aquatics),"Springboard, Women (Olympic)",CHN,Gold
2008,Summer,Diving (Aquatics),"Synchronized Springboard, Women (Olympic)",CHN,Gold
1988,Summer,Swimming (Aquatics),"200 metres Breaststroke, Women (Olympic)",CHN,Silver
1992,Summer,Swimming (Aquatics),"4 × 100 metres Freestyle Relay, Women (Olympic)",CHN,Silver
1996,Summer,Swimming (Aquatics),"50 metres Freestyle, Women (Olympic)",CHN,Silver
1996,Summer,Swimming (Aquatics),"100 metres Freestyle, Women (Olympic)",CHN,Gold
